LON,LAT,EDO,CLAVE,ESTACION,dic-18
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",92.7
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",0
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",94.3
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",73.79
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",220.7
-94.833333,16.45,OAX,UHGOX,"Unión Hidalgo, Oax.",17
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",184.5
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",0.01
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",139.3
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",0
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",0.1
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",0
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",0
-98.148056,20.033056,PUE,AHUPB,"Ahuazotepec, Pue.",3.3
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",46.11
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",0
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",57.3
-98.108611,18.9125,PUE,BDDPB,"Manuel Ávila Camacho, Pue.",0
-97.441667,18.983889,PUE,CDSPB,"Ciudad Serdán, Pue.",0
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",0
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",0
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",0
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",0
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",1.01
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",6.52
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",0
-98.059444,19.093056,PUE,CPLPB,"Capulac, Pue.",3.1
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",192.5
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",0
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",6
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",0.01
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",37.82
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",0
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",0
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",0
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",0
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",25.7
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",113.35
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",36.5
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",2.02
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",34.8
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",9
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",0
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",42.3
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",0.2
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",37.82
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",72.5
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",0
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",3
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",65.52
-97.486389,19.952778,PUE,STLPB,"Sontalaco CFE, Pue.",49.74
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",62.01
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",0
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",0
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",0
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",22.4
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",38.1
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",0
-97.36,19.815278,PUE,TEZPB,"Teziutlán, Pue.",32.52
-96.835833,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",198
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",0
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",60.18
-97.668056,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",20.5
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",52.12
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",27.91
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",82.03
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",31
-100.424444,20.504167,QRO,BATQT,"El Batán, Qro.",0
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",0
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",0
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",0.5
-100.413056,20.567222,QRO,GHQQT,"Gerencia Hidalgo, Qro.",0
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",10.9
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",2.4
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",0
-100.369444,20.563333,QRO,OBSQT,"Observatorio de Querétaro, Qro.",0
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",5
-100,20.3625,QRO,SJSQT,"San José, Qro.",0
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo",58.61
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo SMN*",43.2
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo SEMAR*",88.28
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo",56.1
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo",127.9
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo",96.3
-87.486111,21.101944,QROO,KANTUNILKIN,"Kantunilkín, Q. Roo SMN*",0
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo",106.1
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",31
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",63.5
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",49.01
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",42.01
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",68.01
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",44.51
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",9.71
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",44.82
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",47.5
-107.35,24.316667,SIN,DRDSI,"El Dorado, Sin.",50.01
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",21.41
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",72
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",56
-108.3275,26.103056,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",56
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Díaz Ordaz, Sin.",59
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",21.41
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",29.4
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",45.5
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",63.81
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",41.9
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",2
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",79
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",38.06
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",63.01
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",27
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",55
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",55
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",40.41
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",7.51
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",47
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",75.01
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",9.51
-107.756111,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",33
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",12
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",21
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",53.01
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0.51
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",70.01
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",47
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",25.52
-107.139444,24.800556,SIN,SNLSI,"Sanalona, Sin.",25.5
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",13.9
-105.847222,23.088333,SIN,TORSI,"Las Tortugas, Sin.",11.5
-107.059722,24.751111,SIN,VINSI,"Vinoramas, Sin.",29.5
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",38
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",24.4
-99.030833,21.979722,SLP,CDVALLES,"Ciudad Valles, S.L.P. SMN*",11
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",6.8
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",0
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",0.03
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",12.7
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",47.4
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",4.8
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",0
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",4.01
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",18
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",59.8
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",2
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",0.3
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",3.5
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",8.2
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchachín, S.L.P. SGT*",11.4
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",20.2
-98.773333,22.003611,SLP,TMISL,"Observatorio de Tamuín, S.L.P.",1.4
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",67.4
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",8.52
-109.887778,27.75,SON,AGCSO,"Agua Caliente, Son.",7
-108.937778,27.021667,SON,ALMSO,"Álamos, Son.",0
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",6.51
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",4.03
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",12.82
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",102.41
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",0.03
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",17.5
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",17.51
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",49.04
-109.666667,26.95,SON,BSCSO,"Basconcobe, Son.",0
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",11
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",24.6
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",13.01
-109.492222,27.011944,SON,CINSO,"Casa del Ciano, Son.",15.5
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",0.53
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",30.71
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",13.3
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",13.01
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",37.8
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",18
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",15.5
-110.93,29.078333,SON,HERMOSILLOob,"Observatorio de Hermosillo, Son. SMN*",0
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0.12
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0.04
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",98
-109.630556,26.822778,SON,HTBSO,"Huatabampo, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",31.21
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",19.02
-109.701944,26.801944,SON,JPRSO,"Júpare, Son.",0
-109.9,27.78,SON,K20SO,"km 20, Son.",0
-109.346111,27.227778,SON,K38SO,"km 38, Son.",0
-112.873056,30.786944,SON,LATSO,"La Té, Son.",0
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",22.6
-109.710833,26.878611,SON,LNDSO,"Lindero, Son.",0
-109.402222,26.806667,SON,MMNSO,"Mumuncuera, Son.",0
-109.542778,27.076944,SON,NCHSO,"Nachuquis, Son.",0
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",18.2
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",28.6
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",12.52
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",26.6
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",51.42
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",25.31
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",1.53
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",12.1
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",19.6
-112.1,30.697778,SON,PTQSO,"Pitiquito, Son.",6.51
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",11.5
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",22.52
-109.571667,26.878889,SON,SE2SO,"Sebampo, Son.",0
-110.246944,27.413056,SON,SI2SO,"San Ignacio, Son.",0
-110.348333,28.713333,SON,SJPSO,"San José de Pimas, Son.",1.02
-109.453333,26.918333,SON,SNHSO,"Sinahuiza, Son.",0
-109.623611,27.025833,SON,SPESO,"San Pedro, Son.",0
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",10.31
-109.358333,27.171111,SON,TESSO,"Tesia, Son.",1.5
-109.531667,29.534722,SON,TPCSO,"Tepache, Son.",20.71
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",12.5
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",2.43
-110.299167,27.639167,SON,VICAM,"Vícam, Son. SGT*",0.96
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",68.5
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",81.2
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",171.5
-91.229167,17.289722,TAB,CUSUMACINTA,"Cañón Usumacinta, Tab. SMN*",53.2
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",116.3
-93,17.975,TAB,GONTB,"González, Tab.",63.7
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",55.7
-92.929444,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",85
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",394.7
-93.33,18.42,TAB,PARAISO,"Paraíso, Tab. SMN*",50
-92.646389,18.406389,TAB,PCENTLA,"Pantanos de Centla, Tab. SMN*",57
-93.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",61
-92.976944,17.980278,TAB,POSTA,"La Posta, Tab. SGT*",87.2
-93.383333,17.815278,TAB,PTESOLIDARIDAD,"Puente Solidaridad, Tab. SGT*",145.2
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",275.3
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",58.6
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",13.9
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",318.5
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",210.3
-92.96,17.96,TAB,VIEJOMEZCALAPA,"Viejo Mezcalapa, Tab. SGT*",34.8
-93.8325,17.965556,TAB,ZAMAPA2ASECC,"Zamapa 2a. Sección, Tab. Protección Civil*",36.4
-98.370556,24.046667,TAMP,ABASOLO,"Abasolo, Tamps. SGT*",1.4
-98.39,24.065556,TAMP,ABSTP,"Abasolo, Tamps.",1.4
-97.926944,22.386111,TAMP,BALTP,"Bombas Altamira, Tamps.",5.01
-99.215278,24.103333,TAMP,BARRETALI,"Barretal Uno, Tamps. SGT*",12.4
-99.214444,24.102778,TAMP,BARRETALII,"Barretal Dos, Tamps. SGT*",8.5
-99.123056,24.080556,TAMP,BR1TP,"El Barretal Uno, Tamps.",12.3
-99.215,24.1025,TAMP,BRRTP,"El Barretal, Tamps.",8.5
-98.5975,26.238056,TAMP,CDOTP,"S J 2 18 Ciudad Díaz Ordaz, Tamps.",12.6
-98.8,26.25,TAMP,CMGTP,"S J 2 11 Camargo, Tamps.",22.8
-99.148611,26.430556,TAMP,CMRTP,"Mier, Tamps.",25.41
-97.817778,25.966389,TAMP,CONTP,"Control, Tamps.",8.13
-98.189444,26.016389,TAMP,CRAEREYNOSA,"CRAE Reynosa, Tamps. SGT*",8.75
-99.166667,23.716667,TAMP,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",8.3
-99.1875,23.730278,TAMP,CVTTP,"Ciudad Victoria, Tamps.",7.02
-99.078611,23.384444,TAMP,ENNTP,"La Encantada, Tamps.",0
-98.691667,22.605,TAMP,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",0
-98.159167,24.841944,TAMP,FDOTP,"San Fernando, Tamps.",1.4
-99.170556,26.560278,TAMP,FLCTP,"Internacional Falcón, Tamps.",1.3
-99.154722,23.046667,TAMP,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",0.1
-99.548333,26.816944,TAMP,LASTORTILLASC,"Las Tortillas Río Salado, Tamps. CILA*",4.4
-99.233611,26.408889,TAMP,LBLTP,"Derivadora Las Blancas, Tamps.",14.75
-99.120556,22.852778,TAMP,LSRTP,"La Servilleta, Tamps.",0.2
-99.551944,24.567778,TAMP,MAGTP,"Magueyes, Tamps.",6.2
-97.433333,25.833333,TAMP,MATTP,"Matamoros, Tamps.",18.53
-97.844167,22.283889,TAMP,MDRTP,"Madero, Tamps.",6.2
-99.040833,26.374167,TAMP,MGATP,"S J 1 2 Miguel Alemán, Tamps.",20.3
-98.705556,22.795833,TAMP,MGSTP,"Magiscatzín Dos, Tamps.",0.2
-99.434444,24.2525,TAMP,MHGTP,"Miguel Hidalgo, Tamps.",5.8
-98.925556,26.204722,TAMP,MRGTP,"Marte Rodolfo Gómez, Tamps.",15.4
-98.633889,22.494444,TAMP,NVAAPOLONIA,"Nueva Apolonia, Tamps. SGT*",4.3
-98.903611,24.043889,TAMP,PADTP,"Padilla, Tamps.",1
-97.8,25.8,TAMP,PANTP,"Pueblo Anáhuac, Tamps.",15.34
-98.742778,23.725556,TAMP,PASOMOLINA,"Paso de Molina, Tamps. SGT*",3.5
-98.745833,23.726667,TAMP,PDMTP,"Paso de Molina, Tamps.",3.8
-99.019167,24.208056,TAMP,PILTP,"Pilón, Tamps.",3.7
-99.555833,24.2475,TAMP,PJMTP,"Pedro José Méndez, Tamps.",7.3
-99.597778,24.184444,TAMP,PVLTP,"Puerto de Valles, Tamps.",5.7
-98,25.966667,TAMP,RIBTP,"Río Bravo, Tamps.",5.12
-97.991944,23.259444,TAMP,RSPTP,"República Española, Tamps.",3.8
-98.285833,26.079722,TAMP,RYATP,"S J 3 42 Reynosa, Tamps.",15.2
-98.883333,26.166667,TAMP,RYNTP,"S J 2 9 Reynosa, Tamps.",15.2
-98.869444,22.784444,TAMP,SDATP,"Saca de Agua, Tamps.",0
-98.7875,23.084167,TAMP,SGBTP,"San Gabriel, Tamps.",0
-98.208889,23.762222,TAMP,SLMTP,"Observatorio de Soto la Marina, Tamps.",9.11
-98.791389,22.943889,TAMP,SLZTP,"Lic. Emilio Portes Gil, Tamps.",0.2
-99.274167,24.0225,TAMP,STETP,"Santa Engracia, Tamps.",12.6
-97.876111,22.238333,TAMP,TMPTP,"Sistema Lagunario del Río Tamesí, Tamps.",6.9
-98.421944,22.413611,TAMP,TMSTP,"Tamesí, Tamps.",5.4
-97.804167,25.906111,TAMP,VCATP,"Villa Cárdenas, Tamps.",8.72
-98.666389,23.959444,TAMP,VGRTP,"Vicente Guerrero, Tamps.",6.3
-97.8,25.7,TAMP,VHMTP,"Valle Hermoso, Tamps.",11.03
-99.488611,24.303889,TAMP,VILLAGRAN,"Villagrán, Tamps. SMN*",0.4
-99.551111,24.566667,TAMP,VSMTP,"Victoria San Marcos, Tamps.",6
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",4.5
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",4.5
-97.647222,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",0
-97.911111,19.315833,TLAX,HMTTL,"Huamantla, Tlax.",0
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",2.3
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",3
-98.233333,19.316667,TLAX,TLAXCALAob,"Observatorio de Tlaxcala, Tlax. SMN*",2
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",0
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",3.51
-96.843889,19.695833,VER,ACAVC,"Acatlán, Ver.",17.06
-96.583333,19.495278,VER,ACTOPANVER,"Actopan, Ver. SGT*",17
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",18.81
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",150.3
-97.68,20.93,VER,ALAVC,"Alamo Temapache, Ver.",7.03
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",56.44
-95.4375,18.583333,VER,ARCVC,"Angel Rosario Cabada, Ver.",328.33
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",41
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",96.22
-94.253889,17.954444,VER,CB2VC,"Planta de bombeo 2 de La Cangrejera, Ver.",106.8
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",86.7
-96.994444,19.332778,VER,CDCVC,"Cosautlán de Carvajal, Ver.",97.5
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",17.1
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",67.31
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",6.21
-94.406667,18.149722,VER,COATZACOALCOmar,"Coatzacoalcos, Ver. SEMAR*",179.45
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",53.85
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",159.8
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",19.11
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",101.41
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",10.87
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",30
-96.158333,19.067222,VER,ETEVC,"El Tejar, Ver.",19.7
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",138.5
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",19.8
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",18.3
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",25.7
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",18.5
-96.554167,19.404167,VER,IDOVC,"Ídolos, Ver.",5.5
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",37.49
-94.666667,17.95,VER,JALVC,"Jáltipan, Ver.",65.3
-96.241389,19.042778,VER,JAMAPA,"Jamapa, Ver. SGT*",10.3
-95.033333,17.433333,VER,JCRVC,"Jesús Carranza, Ver.",44.51
-94.088889,17.873611,VER,JDCVC,"San José del Carmen, Ver.",126.2
-97.3,19.816667,VER,JLNVC,"Jalacingo, Ver.",80.5
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",43.11
-95.359722,18.25,VER,LAUVC,"Lauchapan, Ver.",199.31
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",203.91
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",178.1
-97.232778,18.928889,VER,LGRVC,"Loma Grande, Ver.",27
-96.41,19.261389,VER,LOFVC,"Loma Fina, Ver.",20.03
-97.236944,18.925278,VER,LOMAGRANDE,"Loma Grande, Ver. SMN*",11
-94.913889,17.416667,VER,LPEVC,"Las Perlas, Ver.",110.7
-97.1,19.65,VER,LVRVC,"Las Vigas de Ramírez, Ver.",39.8
-97.048333,20.0675,VER,MDTVC,"Martínez de la Torre, Ver.",85.9
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",17.01
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",15.3
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",112.41
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",156.43
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",19.45
-98.503889,21.832222,VER,OLVVC,"El Olivo, Ver.",11.2
-97.1,18.85,VER,ORIZABAob,"Observatorio de Orizaba, Ver. SMN*",30.8
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",42.12
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",62.4
-94.3775,18.103611,VER,PB3VC,"Planta de bombeo 3 de La Cangrejera, Ver.",169.52
-94.193611,17.872778,VER,PCNVC,"Planta de bombeo 1 de La Cangrejera, Ver.",125.53
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",19
-97.268333,19.545,VER,PEROTESMN,"Perote, Ver. SMN*",2.03
-97.238889,19.580556,VER,PERVC,"Perote, Ver.",8.83
-98.176667,22.06,VER,PNCVC,"Pánuco, Ver.",5.6
-97.475,20.543333,VER,POZARICA,"Poza Rica, Ver. SGT*",23.6
